year,month,day,weekend,hour,collision_type,injury_type,primary_factor,reported_location,unique_id
2010,1,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL RD & COVENANTER,23681
2010,5,4,Weekday,800,2-Car,No injury/unknown,OTHER LIGHTS DEFECTIVE,SR45W & STANFORD,23682
2010,2,2,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,VICTOR PIKE & W DILLMAN,23683
2010,10,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45W & STANFORD,23684
2010,11,2,Weekday,1600,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR45W & STANFORD,23685
2010,1,4,Weekday,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,S OLD 37 RD,23686
2010,11,7,Weekend,1700,2-Car,Non-incapacitating,LEFT OF CENTER,HINDS & KIRKSVILLE RD,23687
2010,10,4,Weekday,1700,Cyclist,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,RED OAK & SR446S,23688
2010,2,6,Weekend,1900,2-Car,No injury/unknown,IMPROPER LANE USAGE,ELLIS & SR37N,23689
2010,12,7,Weekend,600,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SPARKS & SR45W,23690
2010,12,1,Weekend,1400,2-Car,Incapacitating,ROADWAY SURFACE CONDITION,GREENE COUNTY LINE & SR45W,23691
2010,3,5,Weekday,500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BREEDEN & SR45W,23692
2010,8,5,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BREEDEN & SR45E,23693
2010,8,7,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BREEDEN & SR45S,23694
2010,2,2,Weekday,900,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SPARKS & SR45W,23695
2010,10,6,Weekend,2300,Moped/Motorcycle,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,BREEDEN & SR45W,23696
2010,12,6,Weekend,1900,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BREEDEN & SR45W,23697
2010,8,7,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR45E & STATE ROAD 45,23698
2010,4,5,Weekday,2000,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BREEDEN & SR45W,23699
2010,4,6,Weekday,1000,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EMPIRE MILL & OLD STATE ROAD 37 RD,23700
2010,11,3,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EMPIRE MILL & S OLD STATE ROAD 37 RD,23701
2010,12,1,Weekend,1000,2-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,DUVALL ROAD & ROCKPORT ROAD RD,23702
2010,4,2,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S OLD STATE ROAD RD & SR37S,23703
2010,8,7,Weekend,1800,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,OLD STATE ROAD 37 & SR37,23704
2010,10,1,Weekend,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,OLD HWY 37 SOUTH & SR37N,23705
2010,4,3,Weekday,2300,1-Car,Non-incapacitating,DRIVER ILLNESS,OLD SR 37 SOUTH & SR37S,23706
2010,12,1,Weekend,1600,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,BIRCH RD & SPARKS,23707
2010,4,5,Weekday,1500,2-Car,No injury/unknown,IMPROPER TURNING,CURRY PIKE & VERNAL,23708
2010,12,7,Weekend,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37 & SR37S,23709
2010,9,3,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S WALNUT ST & WINSLOW,23710
2010,5,7,Weekend,1500,1-Car,Non-incapacitating,ALCOHOLIC BEVERAGES,6783 SOUTH SHIELDS RIDGE RD & RAMP CREEK,23711
2010,9,2,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HANDY & SHIELDS RIDGE RD,23712
2010,2,1,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RAMP CREEK RD & SHIELDS RIDGE,23713
2010,1,2,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,FAIRFAX RD & NORTON,23714
2010,6,6,Weekend,2200,1-Car,Non-incapacitating,UNSAFE SPEED,EAST 2ND ST SANDERS & FAIRFAX RD,23715
2010,11,5,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,EAST THIRD ST,23716
2010,7,5,Weekday,1700,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,BREEDEN RD & SR45W,23717
2010,2,6,Weekday,1700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,6940 WEST KOONTZ RD & HARMONY,23718
2010,6,3,Weekday,1100,2-Car,No injury/unknown,LEFT OF CENTER,LODGE RD & SO ROCKPORT RD,23719
2010,3,1,Weekend,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LODGE RD & ROCKPORT,23720
2010,1,2,Weekday,1600,1-Car,No injury/unknown,ALCOHOLIC BEVERAGES,KOONTZ RD & ROCKPORT,23721
2010,9,7,Weekend,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ROCKPORT RD,23722
2010,6,7,Weekend,2000,Moped/Motorcycle,Incapacitating,ANIMAL/OBJECT IN ROADWAY,RUSH RIDGE & SR446S,23723
2010,4,5,Weekday,600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR446 & SR446S,23724
2010,5,7,Weekend,300,1-Car,Non-incapacitating,ANIMAL/OBJECT IN ROADWAY,HARMONY RD & KOONTZ,23725
2010,3,3,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX RD & MCCORMICK,23726
2010,9,2,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FARIFAX RD & STRAIN RIDGE,23727
2010,2,3,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SMITHVILLE & SR37S,23728
2010,6,6,Weekday,1500,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,FLUCKMILL & VICTOR PIKE PIKE,23729
2010,7,4,Weekday,500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SHADY LANE & SHIELDS RIDGE RD,23730
2010,8,4,Weekday,2300,2-Car,No injury/unknown,LEFT OF CENTER,SHADY SIDE & SHIELDS RIDGE RD,23731
2010,1,6,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,EVANS & EVANS RD,23732
2010,12,7,Weekend,200,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SMITHVILLE & SR37S,23733
2010,8,7,Weekend,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BOLIN & S ROCKPORT RD,23734
2010,9,1,Weekend,1700,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,E SMITHVILLE RD & SOUTH ZIKES,23735
2010,9,7,Weekend,1500,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,LUCAS & RAMP CREEK RD,23736
2010,4,1,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & SMITHVILLE,23737
2010,7,6,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,KETCHAM RD & SMITHVILLE RD RD,23738
2010,9,1,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FAIRFAX RD & RAMP CREEK,23739
2010,4,5,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37N,23740
2010,7,7,Weekend,100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,KETCHAM RD & SMITHVILLE,23741
2010,5,6,Weekend,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SMITHVILLE & SR37,23742
2010,8,7,Weekend,700,1-Car,No injury/unknown,LEFT OF CENTER,ANNE & S STRAINRIDGE RD,23743
2010,1,4,Weekday,900,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & STRAIN RIDGE RD,23744
2010,12,1,Weekend,1800,2-Car,No injury/unknown,IMPROPER TURNING,E BARRINGTON DR,23745
2010,12,4,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SMITHVILLE & SR37S,23746
2010,10,5,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,23747
2010,8,7,Weekend,1500,1-Car,No injury/unknown,UNSAFE SPEED,S KETCHAM RD,23748
2010,12,2,Weekday,1000,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,6500 BLK BREEDEN RD & SR45,23749
2010,11,3,Weekday,700,1-Car,Non-incapacitating,LEFT OF CENTER,EVANS & ROCKPORT RD,23750
2010,10,7,Weekend,200,1-Car,Non-incapacitating,UNSAFE SPEED,CIANA & HARRELL RD,23751
2010,6,1,Weekend,100,Moped/Motorcycle,Incapacitating,OVERCORRECTING/OVERSTEERING,CLEVE BUTCHER & FAIRFAX RD,23752
2010,1,6,Weekday,400,1-Car,Incapacitating,RAN OFF ROAD RIGHT,BURCH RD & GRAVES,23753
2010,12,6,Weekday,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ROCKPORT RD & VICTOR,23754
2010,1,5,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ST RD 48 & STONECHASE CROSSING RD,23755
2010,3,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY DR & W 3RD,23756
2010,1,4,Weekday,2200,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,CLEVE BUTCHER & FAIRFAX RD,23757
2010,4,1,Weekend,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BURGOON CHURCH & SR446S,23758
2010,8,4,Weekday,1600,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,BURGOON CHURCH & SR446S,23759
2010,11,2,Weekday,700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,CLARKWAY & S STRAINRIDGE RD,23760
2010,8,5,Weekday,500,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,ROCKPORT RD & VICTOR,23761
2010,7,2,Weekday,800,1-Car,No injury/unknown,UNSAFE SPEED,S ROCKPORT RD & S VICTOR,23762
2010,12,6,Weekend,2300,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,ROCKPORT & VICTOR PIKE PIKE,23763
2010,8,4,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BURGOON CHURCH & SR446S,23764
2010,12,1,Weekend,400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GARRISON CHAPEL RD & HENDRICKS,23765
2010,3,5,Weekday,600,1-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,ROCKPORT RD & VICTOR,23766
2010,10,7,Weekend,300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,HARMONY RD & ROCKPORT,23767
2010,9,3,Weekday,700,1-Car,No injury/unknown,UNSAFE SPEED,HARMONY & SOUTH ROCKPORT RD,23768
2010,1,6,Weekday,0,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & ZIKES,23769
2010,12,4,Weekday,1400,1-Car,Non-incapacitating,UNSAFE SPEED,S ST RD 37 & S ZIKES RD,23770
2010,1,1,Weekend,200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,ANNE & STRAINRIDGE RD,23771
2010,4,7,Weekend,2200,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,SOUTH STRAINRIDGE RD RD,23772
2010,12,1,Weekend,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,23773
2010,4,6,Weekend,2200,1-Car,Incapacitating,OVERCORRECTING/OVERSTEERING,FAIRFAX RD & MOFFETT,23774
2010,2,7,Weekend,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CLEVEBUTCHER & FAIRFAX RD,23775
2010,9,5,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37N & ZIKES,23776
2010,6,2,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CLEVE BUTCHER RD & FAIRFAX,23777
2010,5,5,Weekday,1500,2-Car,No injury/unknown,LEFT OF CENTER,HAYS RD & SR446S,23778
2010,3,6,Weekday,1500,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,7211 S BREEDEN & BREEDEN RD,23779
2010,5,5,Weekday,1700,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,HAYS & SR446S,23780
2010,7,5,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,23781
2010,11,5,Weekday,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX RD,23782
2010,12,1,Weekend,500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BREEDON RD & GRAVES,23783
2010,5,2,Weekday,0,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,POINTE & STRAIN RIDGE RD,23784
2010,6,5,Weekday,1400,2-Car,Non-incapacitating,VIEW OBSTRUCTED,E POINTE RD & S STRAIN RIDGE,23785
2010,12,2,Weekday,1500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E POINTE RD,23786
2010,8,1,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E POINTE RD,23787
2010,1,2,Weekday,1600,1-Car,No injury/unknown,ALCOHOLIC BEVERAGES,LEE PHILLIPS & WEST ROCK EAST RD,23788
2010,5,3,Weekday,700,2-Car,No injury/unknown,LEFT OF CENTER,LEE PHILITPS & ROCKEAST RD,23789
2010,8,2,Weekday,200,Pedestrian,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GRAHAM & WINSLOW CT,23790
2010,2,3,Weekday,300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,GORE & OLD STATE ROAD 37 RD,23791
2010,6,4,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & POINTE,23792
2010,3,1,Weekend,300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,FAIRFAX & POINTE RD,23793
2010,12,6,Weekday,1800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37N & STRAIN RIDGE,23794
2010,7,6,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,FAIRFAX RD,23795
2010,4,4,Weekday,1700,1-Car,Fatal,UNSAFE SPEED,S CHAPEL HILL & SR446E,23796
2010,2,6,Weekday,1300,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,HOOSIER & WALNUT ST,23797
2010,6,6,Weekend,1900,1-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,260 WATERSEDGE DR & POINTE VIEW,23798
2010,4,1,Weekday,1900,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,CHAPEL HILL & SR446,23799
2010,2,2,Weekday,1400,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,MONROE DAM & SR37N,23800
2010,9,1,Weekend,1300,1-Car,Non-incapacitating,UNSAFE SPEED,CHAPEL HILL RD & SR446,23801
2010,3,7,Weekend,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FAIRFAX RD & MCCORMICK,23802
2010,12,4,Weekday,800,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,ROCKPORT RD & W HENNESSEY,23803
2010,10,7,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM & STRAIN RIDGE RD,23804
2010,10,1,Weekend,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MONROE DAM & SR37S,23805
2010,12,6,Weekday,500,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,MONROE DAM & S OLD SR37 HWY,23806
2010,11,5,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM & SR37S,23807
2010,5,7,Weekend,200,1-Car,Fatal,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,MONROE DAM RD & STRAIN RIDGE,23808
2010,12,7,Weekend,1900,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37N & STRAIN RIDGE,23809
2010,11,4,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM & SR37S,23810
2010,2,5,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR 37 HWY & VERNAL,23811
2010,9,7,Weekend,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR446N & STATE ROAD 446,23812
2010,3,6,Weekday,1200,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,FLUCK MILL ROAD RD & KETCHUM ROAD,23813
2010,2,4,Weekday,1300,2-Car,Incapacitating,LEFT OF CENTER,CHAPEL HILL RD & SR446,23814
2010,11,2,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FULLERTON PIKE & SR37S,23815
2010,5,7,Weekend,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HOBART & OLD STATE ROAD 37 RD,23816
2010,5,4,Weekday,1500,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,CHAPEL HILL & ROBERTS RD,23817
2010,9,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARRODSBURG RD & POPCORN,23818
2010,12,6,Weekday,900,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,KETCHAM & POPCORN RD,23819
2010,1,4,Weekday,1900,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,POPCORN RD & S ROCKPORT,23820
2010,3,4,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,9000 BLOCK E VALLEY MISSION RO RD & MONROE DAM,23821
2010,8,2,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM & VALLEY MISSION RD,23822
2010,12,6,Weekend,1900,2-Car,No injury/unknown,LEFT OF CENTER,MONROE DAM RD & VALLEY MISSION,23823
2010,8,4,Weekday,1100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,VALLEY MISSION RD,23824
2010,1,7,Weekend,1800,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,MONROE DAM & VALLEY MISSION RD,23825
2010,5,2,Weekday,100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,VALLEY MISSION RD,23826
2010,11,7,Weekend,1700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,MONROE DAM & VALLEY MISSION RD,23827
2010,5,1,Weekend,1400,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,OLD RICHARDSON & SR446S,23828
2010,1,1,Weekend,500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,POPCORN RD & ROCKPORT,23829
2010,10,7,Weekend,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,POPCORN RD & ROCKPORT,23830
2010,12,2,Weekday,1500,1-Car,Non-incapacitating,ROADWAY SURFACE CONDITION,POPCORN ROAD & ROCKPORT ROAD RD,23831
2010,9,4,Weekday,2100,1-Car,No injury/unknown,UNSAFE SPEED,W POPCORN RD,23832
2010,6,5,Weekday,100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,LINTHICUM & POPCORN RD,23833
2010,11,1,Weekday,1900,1-Car,Non-incapacitating,UNSAFE SPEED,GRAMERCY PARK & NORTH HINKLE ROAD RD,23834
2010,8,2,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,23835
2010,7,5,Weekday,1900,1-Car,Non-incapacitating,UNSAFE SPEED,CLUBHOUSE & N OLD SR 37 ST,23836
2010,12,1,Weekday,2000,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GETTYS CREEK RD & MOUNT GILEAD,23837
2010,5,1,Weekend,1000,1-Car,Non-incapacitating,DRIVER ASLEEP OR FATIGUED,CAROWIND COURT & FAIRFAX RD,23838
2010,3,7,Weekend,100,3+ Cars,No injury/unknown,UNSAFE SPEED,S MUELLER PKWY & W 3RD,23839
2010,4,1,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,GORE & OLD STATE ROAD 37 SOUTH RD,23840
2010,6,7,Weekend,1700,1-Car,No injury/unknown,UNSAFE BACKING,FAIRFAX RD & POINTE RD,23841
2010,1,7,Weekend,1600,2-Car,No injury/unknown,NONE (DRIVER),ROCKEAST & SNOW RD,23842
2010,2,4,Weekday,1700,2-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,LIBERTY DR & WEST 3RD,23843
2010,3,3,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LIBERTY DR & WEST THIRD,23844
2010,2,1,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,STONERIDGE & STRAINRIDGE RD,23845
2010,6,6,Weekday,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BREEDEN RD & TOM PHILLIPS,23846
2010,5,5,Weekday,1600,2-Car,Fatal,OVERCORRECTING/OVERSTEERING,OLD RICHARDSON & SR446S,23847
2010,3,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,BETHEL & N HINKLE RD,23848
2010,12,6,Weekend,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FLUCK MILL & VICTOR PIKE,23849
2010,4,4,Weekday,900,Bus,No injury/unknown,LEFT OF CENTER,E POINTE & STRAIN RIDGE RD,23850
2010,12,2,Weekday,1300,1-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,N CURRY PIKE & VERNAL,23851
2010,1,7,Weekend,2300,2-Car,No injury/unknown,UNSAFE SPEED,ROBINSON & SR37N,23852
2010,1,2,Weekday,1700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,BREEDEN RD & THACKER,23853
2010,1,6,Weekday,1800,2-Car,No injury/unknown,ALCOHOLIC BEVERAGES,E POINTE CLUB DR & EAST POINTE CLUB,23854
2010,1,2,Weekday,2300,1-Car,Non-incapacitating,ALCOHOLIC BEVERAGES,BAINBRIDGE & LAURA WAY,23855
2010,1,4,Weekday,1500,2-Car,No injury/unknown,IMPROPER LANE USAGE,SR37N & WEST 2ND,23856
2010,1,5,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BRENNICK & SR45S,23857
2010,1,1,Weekend,1200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR446N & TOWER RIDGE RD,23858
2010,1,1,Weekend,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DUTCH CHURCH & REDHILL RD,23859
2010,1,1,Weekend,1000,2-Car,No injury/unknown,UNSAFE BACKING,ANDERSON RD & BEAN BLOSSOM,23860
2010,1,2,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SMITH PIKE & SR46W,23861
2010,1,3,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ON RAMP FROM BLOOMFIELD RD & SR37N,23862
2010,1,2,Weekday,1700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,7465 S OLD 37 & OLD SR S 37 HWY,23863
2010,1,3,Weekday,800,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SMITH PIKE RD & WOODYARD,23864
2010,1,5,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CHANDLER DRIVE DR & SR46W,23865
2010,1,6,Weekday,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RHORER & SR37N,23866
2010,1,7,Weekend,0,2-Car,No injury/unknown,IMPROPER LANE USAGE,JOHNSON AVE,23867
2010,1,5,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,46 & STINESVILLE RD,23868
2010,1,2,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,EAST TENTTH ST & SUNRISE,23869
2010,1,3,Weekday,1700,1-Car,No injury/unknown,IMPROPER TURNING,ALLEYWAY BETWEEN DUNN KIRKWOOD ALY & DUNN,23870
2010,1,1,Weekend,1200,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,EAST TENT SR,23871
2010,1,1,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,2929 W 3RD ST,23872
2010,1,7,Weekend,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH ST & 45 46,23873
2010,1,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FOSTER QUAD & LAW LN,23874
2010,1,7,Weekend,2200,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BARGER & W TAPP RD,23875
2010,1,4,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST SEVENTEENTH & SR4546N,23876
2010,1,5,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,701 EAST (WHITE WEST LOT) ST & DUNN,23877
2010,2,7,Weekend,1600,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,TECUMSEH & THOMAS RD,23878
2010,2,7,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RED HILL & SR26W,23879
2010,2,1,Weekend,1500,2-Car,No injury/unknown,IMPROPER LANE USAGE,LANDMARK & WEST BLOOMFILED RD,23880
2010,2,5,Weekday,1000,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,SO OLD HWY 37 HWY,23881
2010,2,6,Weekday,1700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,GRUBBS & ROBINSON RD,23882
2010,2,2,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3000 E 3RD ST & TACO BELL SOUTH DRIVE,23883
2010,2,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KIRWOOD AVE & ROGERS,23884
2010,2,4,Weekday,1100,2-Car,No injury/unknown,UNSAFE BACKING,ASHBROOKE LN & RODGEMOORE,23885
2010,1,6,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GATES DR & JACOB DR DR,23886
2010,2,5,Weekday,700,2-Car,No injury/unknown,CELL PHONE USAGE,SR 37 NORTH RAMP RTE & WEST 3 ST,23887
2010,2,4,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,19TH & 701 E 17TH (WHITE LOT WEST DR) ST,23888
2010,2,6,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD ST ST & HIGHLAND AVE,23889
2010,2,1,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER & SR37S,23890
